,PLAN_BEZ,STRASSE1,ORTSTEIL1,PLZ1,HNR_GE_AB,HNR_GE_BIS,HNR_UG_AB,HNR_UG_BIS,TERMIN001,TERMIN002,TERMIN003
35014,Sperrmüll,Wegelerstr.,Poppelsdorf,53115,2.0,9998.0,1.0,9999.0,2025-03-01,2025-05-19,2025-02-10
35029,Sperrmüll,Wielsgäßchen,Poppelsdorf,53115,2.0,9998.0,1.0,9999.0,2025-02-25,2025-12-06,2025-06-11
35044,Sperrmüll,Wielstr.,Poppelsdorf,53115,2.0,9998.0,1.0,9999.0,2025-02-01,2025-05-16,2025-09-29
35059,Sperrmüll,Adelheidisplatz,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35074,Sperrmüll,Alaunbachweg,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35089,Sperrmüll,Alte Schulstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35104,Sperrmüll,Am Ennertbad,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35119,Sperrmüll,Am Herrengarten,Pützchen/Bechlinghoven,53229,2.0,38.0,1.0,35.0,2025-07-04,2025-03-09,2025-12-12
35139,Sperrmüll,Am Herrengarten,Pützchen/Bechlinghoven,53229,40.0,74.0,37.0,75.0,2025-07-04,2025-03-09,2025-12-12
35154,Sperrmüll,Am Herrengarten,Pützchen/Bechlinghoven,53229,76.0,84.0,,,2025-07-04,2025-03-09,2025-12-12
35169,Sperrmüll,Am Herrengarten,Pützchen/Bechlinghoven,53229,86.0,9998.0,77.0,9999.0,2025-07-04,2025-03-09,2025-12-12
35184,Sperrmüll,Am Herz-Jesu-Kloster,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35199,Sperrmüll,Am Karmelkloster,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35214,Sperrmüll,Am Knippchen,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35229,Sperrmüll,Am Weidenbach,Pützchen/Bechlinghoven,53229,2.0,18.0,1.0,19.0,2025-10-04,2025-09-25,2025-12-17
35244,Sperrmüll,Am Weidenbach,Pützchen/Bechlinghoven,53229,20.0,9998.0,21.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35259,Sperrmüll,An den Hecken,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35274,Sperrmüll,Auf den Sauren Wiesen,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35289,Sperrmüll,Auf der Steinkaule,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35304,Sperrmüll,Blankenbergweg,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35319,Sperrmüll,Bröhlweg,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35334,Sperrmüll,Brunnenweg,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35349,Sperrmüll,Everhardstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35364,Sperrmüll,Fränkische Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35379,Sperrmüll,Friedenstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35394,Sperrmüll,Glückstr.,Pützchen/Bechlinghoven,53229,2.0,62.0,1.0,41.0,2025-10-04,2025-09-25,2025-12-17
35409,Sperrmüll,Glückstr.,Pützchen/Bechlinghoven,53229,64.0,9998.0,43.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35424,Sperrmüll,Haberbitze,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35439,Sperrmüll,Hasertstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35454,Sperrmüll,Hermann-Scheer-Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35469,Sperrmüll,Holtorfer Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35484,Sperrmüll,Holzlarer Weg,Pützchen/Bechlinghoven,53229,2.0,74.0,1.0,49.0,2025-04-29,2025-09-26,2025-12-22
35499,Sperrmüll,Holzlarer Weg,Pützchen/Bechlinghoven,53229,76.0,9998.0,51.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35514,Sperrmüll,Im Blankert,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35529,Sperrmüll,Im Bonnet,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35544,Sperrmüll,Im Thelenpfand,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35559,Sperrmüll,Johannis-Hevelius-Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35574,Sperrmüll,Julius-von-Haast-Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35589,Sperrmüll,Kapitelshof,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35604,Sperrmüll,Karmeliterstr.,Pützchen/Bechlinghoven,53229,2.0,28.0,1.0,3.0,2025-10-04,2025-09-25,2025-12-17
35619,Sperrmüll,Karmeliterstr.,Pützchen/Bechlinghoven,53229,56.0,9998.0,71.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35634,Sperrmüll,Karmeliterstr.,Pützchen/Bechlinghoven,53229,,,37.0,69.0,2025-10-04,2025-09-25,2025-12-17
35649,Sperrmüll,Karmeliterstr.,Pützchen/Bechlinghoven,53229,30.0,54.0,5.0,35.0,2025-10-04,2025-09-25,2025-12-17
35664,Sperrmüll,Maria-Goeppert-Mayer-Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35679,Sperrmüll,Marktstr.,Pützchen/Bechlinghoven,53229,2.0,36.0,1.0,43.0,2025-10-04,2025-09-25,2025-12-17
35694,Sperrmüll,Marktstr.,Pützchen/Bechlinghoven,53229,38.0,82.0,45.0,87.0,2025-10-04,2025-09-25,2025-12-17
35709,Sperrmüll,Marktstr.,Pützchen/Bechlinghoven,53229,84.0,9998.0,89.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35724,Sperrmüll,Merowingerstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-07-04,2025-03-09,2025-12-12
35739,Sperrmüll,Modestusstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35754,Sperrmüll,Monheimstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35769,Sperrmüll,Mutter-Barat-Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35784,Sperrmüll,Pfarrer-Marten-Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35799,Sperrmüll,Rhedenstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35814,Sperrmüll,Rosenbach,Pützchen/Bechlinghoven,53229,2.0,40.0,1.0,29.0,2025-04-29,2025-09-26,2025-12-22
35829,Sperrmüll,Rosenbach,Pützchen/Bechlinghoven,53229,42.0,9998.0,31.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35844,Sperrmüll,Rottlandstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35859,Sperrmüll,Sebastianusstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35874,Sperrmüll,Stegerwaldstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35889,Sperrmüll,Teufelsbachweg,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
35904,Sperrmüll,Vinzenzstr.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35919,Sperrmüll,Von-Ketteler-Str.,Pützchen/Bechlinghoven,53229,2.0,30.0,1.0,25.0,2025-10-04,2025-09-25,2025-12-17
35934,Sperrmüll,Von-Ketteler-Str.,Pützchen/Bechlinghoven,53229,32.0,9998.0,27.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35949,Sperrmüll,Wilhelm-Flohe-Str.,Pützchen/Bechlinghoven,53229,2.0,9998.0,1.0,9999.0,2025-10-04,2025-09-25,2025-12-17
35964,Sperrmüll,Am Bonner Bogen,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
35979,Sperrmüll,Am Bungert,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
35994,Sperrmüll,Am Conzberg,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36009,Sperrmüll,Am Trajekt,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36024,Sperrmüll,An der Umkehr,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36039,Sperrmüll,Güßgasse,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-01-04,2025-08-27,2025-05-12
36054,Sperrmüll,Heinrich-Konen-Str.,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36069,Sperrmüll,Hermann-Bleibtreu-Ufer,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36084,Sperrmüll,Holzgasse,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36099,Sperrmüll,Im Alten Wingert,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36114,Sperrmüll,Joseph-Schumpeter-Allee,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36129,Sperrmüll,Keltersbachweg,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36144,Sperrmüll,Kommendeweg,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36159,Sperrmüll,Konrad-Zuse-Platz,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36174,Sperrmüll,Kreuzritterstr.,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36189,Sperrmüll,Lindenstr.,Ramersdorf,53227,2.0,58.0,1.0,37.0,2025-03-26,2025-08-26,2025-04-12
36204,Sperrmüll,Lindenstr.,Ramersdorf,53227,74.0,9998.0,45.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36219,Sperrmüll,Lindenstr.,Ramersdorf,53227,60.0,72.0,39.0,43.0,2025-03-26,2025-08-26,2025-04-12
36238,Sperrmüll,Mehlemstr.,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36257,Sperrmüll,Ober den Erlen,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-27,2025-08-25,2025-03-12
36272,Sperrmüll,Oberkasseler Str.,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36292,Sperrmüll,Oberkasseler Ufer,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36307,Sperrmüll,Portlandweg,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36322,Sperrmüll,Rastenweg,Ramersdorf,53227,2.0,18.0,1.0,15.0,2025-03-26,2025-08-26,2025-04-12
36337,Sperrmüll,Rastenweg,Ramersdorf,53227,20.0,9998.0,17.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36352,Sperrmüll,Rheinwerkallee,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36367,Sperrmüll,Schießbergweg,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-01-04,2025-08-27,2025-05-12
36382,Sperrmüll,Weidenweg,Ramersdorf,53227,2.0,9998.0,1.0,9999.0,2025-03-26,2025-08-26,2025-04-12
36397,Sperrmüll,Am Alten Forsthaus,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36412,Sperrmüll,Am Bogen,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36427,Sperrmüll,Am Bungertsbusch,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36442,Sperrmüll,Am Hölder,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36457,Sperrmüll,Am Katzenlochbach,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36472,Sperrmüll,Am Kottenforst,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36487,Sperrmüll,Am Schloßbach,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36502,Sperrmüll,Am Schloßplatz,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36517,Sperrmüll,Am Vogelherd,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36532,Sperrmüll,An den Buchen,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36547,Sperrmüll,An den Eichen,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36562,Sperrmüll,An den Kiefern,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36577,Sperrmüll,Auf dem Kirchweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36592,Sperrmüll,Auf dem Rabenplatz,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36607,Sperrmüll,Auf der Bitzen,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36622,Sperrmüll,Auf der Heide,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36637,Sperrmüll,Birkenweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36652,Sperrmüll,Blumenstr.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36667,Sperrmüll,Clementiaweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36682,Sperrmüll,Dorfstr.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36697,Sperrmüll,Elisabeth-Schwarzhaupt-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36712,Sperrmüll,Falkenweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36727,Sperrmüll,Fichtenweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36742,Sperrmüll,Flerzheimer Allee,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36757,Sperrmüll,Forststr.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36772,Sperrmüll,Frieda-Nadig-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36787,Sperrmüll,Hedwig-Dransfeld-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36802,Sperrmüll,Heidegartenstr.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36817,Sperrmüll,Heidgesallee,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36832,Sperrmüll,Helene-Wessel-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36847,Sperrmüll,Herzogsfreudenweg,Röttgen,53125,2.0,20.0,1.0,21.0,2025-02-18,2025-06-06,2025-10-31
36867,Sperrmüll,Herzogsfreudenweg,Röttgen,53125,22.0,9998.0,23.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36882,Sperrmüll,Hildegard-Wegscheider-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36897,Sperrmüll,Hobsweg,Röttgen,53125,2.0,84.0,1.0,75.0,2025-02-19,2025-10-06,2025-03-11
36912,Sperrmüll,Hobsweg,Röttgen,53125,86.0,9998.0,77.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36927,Sperrmüll,Hubertusallee,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
36942,Sperrmüll,Im Herrngarten,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36957,Sperrmüll,Im Jagdfeld,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36972,Sperrmüll,Im Jonengarten,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
36987,Sperrmüll,Im Pützfeld,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37002,Sperrmüll,Im Wolfsgraben,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37017,Sperrmüll,In der Wehrhecke,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37032,Sperrmüll,Jägerstr.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37047,Sperrmüll,Karl-Meisen-Weg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37062,Sperrmüll,Kreuzberger Allee,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37077,Sperrmüll,Kurfürstenplatz,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37092,Sperrmüll,Lindenweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37107,Sperrmüll,Marie-Elisabeth-Lüders-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37122,Sperrmüll,Merler Allee,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37137,Sperrmüll,Reichsstr.,Röttgen,53125,2.0,46.0,1.0,41.0,2025-02-19,2025-10-06,2025-03-11
37152,Sperrmüll,Reichsstr.,Röttgen,53125,48.0,68.0,43.0,55.0,2025-02-18,2025-06-06,2025-10-31
37167,Sperrmüll,Reichsstr.,Röttgen,53125,70.0,9998.0,57.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37182,Sperrmüll,Rulandsweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37197,Sperrmüll,Schloßplatz,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37212,Sperrmüll,Schönwaldhaus,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37227,Sperrmüll,Sperberweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37242,Sperrmüll,Susanne-Miller-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37257,Sperrmüll,Tannenweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37272,Sperrmüll,Venantiusstr.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37287,Sperrmüll,Villiper Allee,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37302,Sperrmüll,Wachtelweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37317,Sperrmüll,Wilhelm-Kerp-Str.,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37332,Sperrmüll,Witterschlicker Allee,Röttgen,53125,102.0,9998.0,103.0,9999.0,2025-02-18,2025-06-06,2025-10-31
37347,Sperrmüll,Zedernweg,Röttgen,53125,2.0,9998.0,1.0,9999.0,2025-02-19,2025-10-06,2025-03-11
37362,Sperrmüll,Am Erdbeerfeld,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-20,2025-07-07,2025-11-26
37377,Sperrmüll,Am Finkenherd,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
37392,Sperrmüll,Am Rheinblick,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
37407,Sperrmüll,Am Schwimmbad,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37427,Sperrmüll,An der Marienkapelle,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37442,Sperrmüll,Andreasstr.,Rüngsdorf,53179,2.0,32.0,1.0,15.0,2025-03-21,2025-08-07,2025-11-27
37457,Sperrmüll,Andreasstr.,Rüngsdorf,53179,34.0,9998.0,17.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37472,Sperrmüll,Basteistr.,Rüngsdorf,53173,14.0,68.0,15.0,75.0,2025-03-21,2025-08-07,2025-11-27
37487,Sperrmüll,Basteistr.,Rüngsdorf,53173,70.0,9998.0,77.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37502,Sperrmüll,Basteistr.,Rüngsdorf,53179,2.0,12.0,1.0,13.0,2025-03-21,2025-08-07,2025-11-27
37517,Sperrmüll,Beckers Garten,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37532,Sperrmüll,Bismarckallee,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37547,Sperrmüll,Blumenaustr.,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37562,Sperrmüll,Camphausenallee,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37577,Sperrmüll,Cäsariusstr.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37592,Sperrmüll,Clara-Wieck-Str.,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-04-02,2025-08-07,2025-09-12
37607,Sperrmüll,Deichmanns Aue,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
37622,Sperrmüll,Deichmanns Aue,Rüngsdorf,53179,,,,,2025-03-19,2025-04-07,2025-11-25
37637,Sperrmüll,Fasanenstr.,Rüngsdorf,53179,2.0,30.0,1.0,25.0,2025-03-19,2025-04-07,2025-11-25
37652,Sperrmüll,Fasanenstr.,Rüngsdorf,53179,,,,,2025-03-19,2025-04-07,2025-11-25
37667,Sperrmüll,Fasanenstr.,Rüngsdorf,53179,32.0,9998.0,27.0,9999.0,2025-03-19,2025-04-07,2025-11-25
37682,Sperrmüll,Fontanestr.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37697,Sperrmüll,Gerhard-Rohlfs-Str.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37712,Sperrmüll,Godesberger Hof,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37727,Sperrmüll,Gutenbergallee,Rüngsdorf,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37742,Sperrmüll,Heisterbachstr.,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37757,Sperrmüll,Im Meisengarten,Rüngsdorf,53179,2.0,30.0,1.0,13.0,2025-03-19,2025-04-07,2025-11-25
37772,Sperrmüll,Im Meisengarten,Rüngsdorf,53179,,,15.0,37.0,2025-03-19,2025-04-07,2025-11-25
37787,Sperrmüll,Im Meisengarten,Rüngsdorf,53179,32.0,9998.0,39.0,9999.0,2025-03-19,2025-04-07,2025-11-25
37802,Sperrmüll,Kapellenweg,Rüngsdorf,53179,2.0,18.0,1.0,21.0,2025-03-21,2025-08-07,2025-11-27
37817,Sperrmüll,Kapellenweg,Rüngsdorf,53179,20.0,9998.0,23.0,9999.0,2025-03-20,2025-07-07,2025-11-26
37832,Sperrmüll,Karl-Finkelnburg-Str.,Rüngsdorf,53173,2.0,28.0,1.0,27.0,2025-03-21,2025-08-07,2025-11-27
37847,Sperrmüll,Karl-Finkelnburg-Str.,Rüngsdorf,53173,30.0,9998.0,29.0,9999.0,2025-03-21,2025-08-07,2025-11-27
37862,Sperrmüll,Konstantinstr.,Rüngsdorf,53179,2.0,64.0,1.0,45.0,2025-03-21,2025-08-07,2025-11-27
37882,Sperrmüll,Konstantinstr.,Rüngsdorf,53179,90.0,9998.0,85.0,121.0,2025-03-20,2025-07-07,2025-11-26
37897,Sperrmüll,Konstantinstr.,Rüngsdorf,53179,66.0,88.0,47.0,83.0,2025-03-20,2025-07-07,2025-11-26
37912,Sperrmüll,Konstantinstr.,Rüngsdorf,53179,,,123.0,9999.0,2025-03-20,2025-07-07,2025-11-26
37927,Sperrmüll,Lindenallee,Rüngsdorf,53173,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
